frame0.jpg,cross,533.61065,298.43281,-545.21614,542.45522,286.30197,-523.75313,547.84126,286.03867,-523.74615,553.21587,286.06521,-523.86028,528.33626,287.32372,-519.71325,522.99084,288.02215,-519.82025,518.71002,288.81544,-519.92683,563.93013,291.95873,-403.24036,513.81611,294.80061,-386.05747,543.80817,313.60075,-500.14668,526.02886,314.29666,-495.15259,602.54768,370.50353,-336.33888,476.78738,373.02631,-331.81366,607.30091,473.44633,-413.27446,468.56369,472.43387,-405.25448,521.89018,542.7998,-525.93452,537.73335,547.06841,-502.01477,502.0726,570.52873,-576.81103,557.99385,578.23169,-552.67548,491.65222,561.39626,-572.87304,571.95606,569.86281,-546.46584,496.31538,552.2798,-526.72981,565.29335,559.35057,-501.60828,577.67006,518.31526,-2.49348,507.11845,520.76496,2.45131,592.6107,601.41765,-345.70221,484.55593,592.97127,-359.12556,575.12848,666.69374,13.53183,502.44781,688.96568,-42.13529,568.5844,675.21895,44.2627,512.10167,698.84625,-15.70649,585.70732,705.95098,-64.64545,498.01575,737.90411,-145.16039
frame1.jpg,cross,534.0667,298.07262,-525.59704,543.12183,285.83778,-504.80103,548.57185,285.60765,-504.80682,554.15058,285.64335,-504.92729,528.4837,286.75102,-500.9322,522.97985,287.40009,-501.03939,518.56068,288.18239,-501.14197,564.40845,291.4469,-390.09045,513.46996,294.09411,-373.99487,544.05628,313.62752,-482.69115,526.26148,313.99475,-477.98615,602.10548,371.60843,-329.09714,476.8404,374.10499,-327.81822,604.44847,476.57417,-406.32042,469.8143,476.82514,-403.31741,522.32178,544.51701,-510.8799,537.84119,550.06807,-489.2934,504.30145,573.41118,-558.92792,557.50183,580.33467,-537.60212,493.04115,564.35145,-554.31561,570.86891,573.78322,-529.30958,497.34539,555.18611,-511.05602,564.78565,564.61375,-487.66556,577.43347,516.92794,-1.98597,508.57216,519.38201,1.93154,588.29063,597.07234,-334.25121,480.81997,589.2693,-349.83971,581.09386,646.80955,39.51284,502.68723,665.35173,-21.88334,575.32757,653.81913,72.99746,512.54112,673.57238,7.07076,597.9184,681.85521,-17.47674,498.87878,710.7829,-106.78748
frame10.jpg,cross,526.94756,298.46354,-577.19269,535.49999,286.02976,-554.31816,540.76958,285.62153,-554.30595,546.16249,285.38243,-554.41811,521.054,286.85163,-550.37117,515.44945,287.29445,-550.49522,510.81566,287.66767,-550.60192,556.24458,291.28794,-425.40657,504.44401,293.1665,-409.2168,536.56139,313.2974,-529.06921,517.94476,313.97979,-524.38335,593.84521,371.76159,-346.61041,466.11225,373.20574,-353.79189,597.51698,476.42959,-430.57301,458.06438,474.80361,-435.36118,513.91808,542.9903,-547.41871,531.94317,551.73958,-531.13792,492.03659,571.41884,-601.34838,552.44598,583.57289,-584.14986,482.69047,561.59552,-594.39445,563.95031,576.79364,-575.95654,487.83844,552.79375,-547.23827,558.91426,566.5028,-529.73217,567.97192,521.65047,-0.51609,496.7532,525.79597,0.53787,589.84814,613.57454,-357.22424,478.07774,602.55486,-354.19067,577.38636,690.20195,-10.11071,486.11427,721.23339,-60.49773,570.87555,701.1548,17.77516,494.58832,735.38103,-38.53733,590.41771,732.59248,-110.10363,476.70147,771.93151,-192.55249
frame100.jpg,cross,496.81644,156.68427,-644.69498,509.96361,137.51085,-608.16418,517.75829,137.29726,-608.1646,524.69551,137.18692,-608.26805,483.36956,138.05591,-601.08177,474.67934,138.36033,-601.1021,468.96225,138.82946,-601.41624,540.23201,146.45329,-399.55887,461.47804,150.25393,-364.20551,513.80821,181.62967,-564.4923,482.69424,183.47099,-554.49135,604.67766,266.30709,-279.76597,411.51062,275.54031,-301.63754,574.86237,415.89071,-424.91467,417.79663,434.0003,-419.62074,396.95156,493.44998,-616.80367,542.74483,540.64025,-568.80531,355.89619,522.21961,-696.61308,581.33442,581.6899,-639.67335,344.37111,509.19846,-668.25905,597.57988,569.92144,-624.31042,355.69878,501.50352,-607.95586,584.7245,555.41725,-564.28612,567.07764,532.19237,4.3151,450.45826,545.58028,-3.42425,577.83623,711.98998,-448.77754,452.96059,731.80841,-538.99651,571.18305,870.66015,-40.93823,456.4571,898.70584,-175.9215,567.3756,899.17809,-14.47462,461.38546,930.90145,-151.48973,569.80389,947.97283,-234.91899,452.23656,964.17183,-400.75493
frame101.jpg,cross,492.08225,163.05333,-714.28627,506.36848,143.13022,-684.46121,514.25598,142.69631,-684.41505,521.66595,142.29634,-684.55124,477.81372,143.70863,-677.25471,469.4466,143.78665,-677.32147,463.99517,143.93227,-677.49809,538.08464,150.22014,-502.4614,456.79802,154.12045,-471.66512,509.56516,186.80414,-644.93927,478.33561,188.33725,-636.24512,600.18959,267.98302,-396.8441,405.74505,275.98435,-411.62285,574.53869,413.76074,-551.69395,411.70982,426.87944,-539.00471,401.42555,496.30926,-742.85774,538.67249,543.83904,-686.19049,357.02637,528.79613,-825.6456,573.95271,582.03858,-765.64468,344.95148,512.97144,-805.23262,594.57123,573.00151,-748.19298,355.38898,504.7668,-738.05489,581.80298,559.21208,-681.1451,555.30846,512.11481,-5.84126,446.50635,522.69889,6.42825,565.6205,509.80073,-767.24724,432.74067,624.74579,-635.98431,468.89225,669.299,-376.19804,523.0122,781.97147,-245.16308,456.77399,682.48757,-339.19746,540.21435,789.93502,-211.06037,425.37239,743.92084,-510.24139,554.00749,872.9278,-407.26566
frame102.jpg,cross,491.22593,166.50214,-756.36688,505.72113,147.04771,-727.66678,513.85338,146.79584,-727.63939,520.76733,146.69963,-727.7877,477.69669,147.10234,-720.26329,469.72713,147.18062,-720.31929,463.44284,147.02346,-720.48889,536.60179,154.43636,-543.54847,455.63812,156.74997,-512.11994,508.69999,190.65223,-685.55794,477.39136,191.57841,-676.61774,596.93672,269.93395,-431.36051,404.79172,278.06141,-441.03661,574.46999,414.96301,-580.25311,408.68477,429.88764,-570.36671,399.1127,498.58609,-761.74248,533.72284,543.81178,-714.48662,358.04359,530.46859,-845.10536,571.09947,584.72908,-792.72789,345.43537,514.11591,-823.94608,590.86578,575.54815,-776.30905,355.39097,507.12423,-756.47018,581.12823,562.79912,-710.15816,556.33415,512.36054,-10.34136,446.4669,521.34294,10.89938,566.28246,528.71593,-750.83298,424.4994,595.25939,-647.70332,487.05029,697.05231,-355.75073,508.14777,769.62773,-268.2308,474.85569,713.90782,-319.81964,522.92946,778.78106,-234.29226,460.44029,772.18652,-497.50164,532.70882,856.22532,-423.10913
frame103.jpg,cross,492.87136,169.22627,-772.49504,506.64513,149.69954,-742.0388,514.5705,149.31707,-742.0491,521.34167,149.03121,-742.18742,478.99853,150.04625,-737.55272,470.66578,150.13757,-737.59865,464.47552,150.15633,-737.7845,535.97786,155.95573,-547.2942,456.20586,159.51907,-530.54993,509.70051,192.40932,-697.47879,478.78246,194.52614,-692.81494,597.5634,272.6161,-426.8008,405.28362,280.13371,-455.39814,572.77515,418.18201,-589.09157,409.41963,430.7014,-581.26167,398.94409,499.63207,-803.17543,533.7973,544.00216,-719.66019,358.92021,531.48555,-892.33788,567.88776,583.60143,-798.72162,345.38868,515.35127,-870.30937,588.67958,572.92809,-781.73912,353.8213,507.71423,-798.10501,579.1256,559.98967,-714.55544,556.4373,514.16402,-8.105,447.32704,524.1751,8.79199,561.93291,524.95135,-788.5215,431.59088,634.2545,-619.45129,490.78281,706.94738,-518.22369,520.36736,775.43143,-254.87911,478.8945,730.67614,-496.66424,537.58568,784.60012,-224.61439,469.42818,773.45467,-704.10606,545.65319,855.04601,-423.25848
frame104.jpg,cross,493.80062,170.06681,-745.36186,507.75883,151.25638,-717.12212,515.75554,150.94567,-717.10724,522.71027,150.61304,-717.26471,479.75471,151.08124,-711.11397,471.69212,151.05458,-711.19507,465.54981,150.99639,-711.36223,537.34291,157.95434,-538.77899,457.26288,160.7123,-513.26393,510.52563,193.99716,-676.61491,479.56547,195.58584,-669.47182,598.39813,274.79641,-441.10352,406.23028,282.53776,-444.22226,573.17982,419.49152,-582.47326,414.29947,436.73384,-552.20512,399.42814,500.61925,-753.44223,534.67663,544.43916,-678.92464,359.15276,531.39569,-834.61487,569.85771,582.67751,-754.13315,347.31014,515.24909,-812.85141,590.96336,573.06331,-738.11028,355.18848,508.97972,-747.36794,580.91881,559.49859,-674.17358,556.1396,513.57947,-17.40988,449.38156,522.19133,17.86519,557.38831,522.0056,-670.93254,420.58456,596.24562,-582.72522,489.37096,677.05376,-234.20393,522.85393,748.90675,-137.25943,479.63421,690.73371,-192.81769,542.3164,752.21157,-94.83233,467.43713,755.53099,-335.872,547.91553,835.40322,-248.85433
frame105.jpg,cross,496.32565,172.42454,-744.43855,509.70844,154.1263,-712.30072,517.60204,153.82615,-712.26723,524.3763,153.59934,-712.39265,482.56958,154.17422,-704.53377,474.32323,154.20681,-704.55582,468.73703,154.43808,-704.73831,539.27956,161.62458,-518.33935,460.89859,165.13881,-484.72919,512.46849,196.46312,-671.15784,482.4398,197.96428,-661.50429,602.00134,278.663,-402.21535,411.47327,285.75806,-416.36978,576.65474,420.76392,-561.48407,420.09216,438.56113,-565.10883,404.06651,500.73027,-757.18208,537.80651,545.50415,-701.20895,366.60931,529.92125,-841.61057,573.01643,584.21083,-778.21983,355.1413,515.41479,-819.96422,592.32441,573.83673,-758.78967,364.46541,508.53713,-751.95755,577.58202,559.43816,-695.50835,563.27251,519.19151,-1.22139,455.07454,531.20257,1.91293,582.77821,553.16827,-817.5872,431.17447,608.87342,-634.97272,509.19197,711.123,-510.60104,488.75454,828.15662,-409.6027,495.36892,730.17557,-486.73367,500.65342,850.31502,-398.09414,489.45354,784.11063,-702.82623,506.96228,915.56625,-651.52611
frame106.jpg,cross,500.58071,178.75721,-725.26955,514.66972,159.92965,-697.28752,522.43553,159.71363,-697.26181,529.2627,159.61598,-697.3671,487.82459,159.77207,-689.07791,480.01762,159.72208,-689.10767,474.42413,159.68117,-689.28543,544.34803,167.45048,-519.57447,466.89541,169.62985,-485.42545,516.75964,202.28755,-657.68463,486.8618,203.11564,-647.91794,603.90617,280.21806,-411.4835,419.41597,286.00916,-411.79718,585.80963,419.30407,-561.86626,421.14231,431.9541,-537.08763,414.08092,499.59353,-742.79091,543.13499,544.05134,-677.06459,376.67595,530.00489,-825.10277,580.20588,583.78236,-752.51831,363.43918,513.56299,-803.08731,598.06568,574.33197,-739.18991,371.47987,507.70376,-737.12326,588.54126,561.59474,-673.90831,564.98829,511.91551,-12.63444,460.11639,520.49133,13.24294,569.28398,515.36226,-733.45627,433.02082,595.8808,-616.02654,503.15624,695.1791,-418.54454,509.56879,771.467,-304.55359,491.89423,717.13634,-391.90044,524.9873,783.56578,-278.62507,482.05132,767.94871,-578.82103,528.18115,857.39674,-471.65298
